更新日期,#genre#
CCTV1,http://14.117.233.31:8688/rtp/239.77.1.144:5146$IPV4•线路30
CCTV1,http://14.117.233.31:8688/rtp/239.77.1.17:5146$IPV4•线路31
CCTV1,http://171.213.234.216:8089/rtp/239.93.0.58:5140$IPV4•线路32
CCTV1,http://183.160.35.31:4022/rtp/238.1.78.166:7200$IPV4•线路33
CCTV1,http://58.57.40.22:9901/tsfile/live/0001_1.m3u8$IPV4•线路34
CCTV1,http://play.kankanlive.com/live/1661761962676984.m3u8$IPV4•线路35
CCTV1,http://112.123.206.32:808/hls/1/index.m3u8$IPV4•线路36
CCTV1,http://8.138.7.223/【公众号：榴芒电视】/cctv1.m3u8$IPV4•线路37
CCTV1,https://v.lib.tju.edu.cn/liverespath/b455c7a019d404d571655c457e0ee8a9440a7802/319faa5444-0-0-93c6e2d1598737cd82cb99e49c9e22bc/index.m3u8$IPV4•线路38
CCTV1,http://live2.rxip.sc96655.com/live/CCTV-1H265_4000.m3u8?E=1705159521&U=8ef008e8-6af1-4126-88d6-ab2793cb12da&A=1&K=9&P=011&S=10bd15e08aa7c4de538b767ae2618279a6213e3e$IPV4•线路39
CCTV1,http://183.57.249.188:8183/tsfile/live/0001_1.m3u8$IPV4•线路40
CCTV1,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIyMi44NS4xOTguOTI6ODAwMC9obHMvMS9pbmRleC5tM3U4$IPV4•线路41
CCTV1,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIyMi44NS4xOTguOTI6ODAwMC9obHMvNDAvaW5kZXgubTN1OA==$IPV4•线路42
CCTV1,https://zby.130519.xyz/PLTV/11/224/3221225673/index.m3u8$IPV4•线路43
CCTV1,https://zby.130519.xyz/PLTV/11/224/3221225723/index.m3u8$IPV4•线路44
CCTV1,https://zby.130519.xyz/PLTV/11/224/3221225770/index.m3u8$IPV4•线路45
CCTV1,https://zby.130519.xyz/PLTV/11/224/3221226163/index.m3u8$IPV4•线路46
CCTV1,https://www.qiushui.vip/gj/mk.php?ip_port=node-111-20-163-124.speedtest.cn:8001&id=cctv1$IPV4•线路47
CCTV1,https://www.qiushui.vip/gj/mk.php?ip_port=node-111-20-163-124.speedtest.cn:8001&id=live1001$IPV4•线路48
CCTV1,http://api.kkitv.itv888.cn:8080/hls/f5fuln3kthe/index.m3u8$IPV4•线路49
CCTV1,http://sh.lnott.top:880/dx01.m3u8$IPV4•线路50
CCTV1,http://b.tvbox6.icu/tv/ysp.php?id=1$IPV4•线路51
CCTV1,http://183.234.97.47:2380/hw1live.rxip.sc96655.com.huan.tv/live/CCTV-1H265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1$IPV4•线路52
CCTV1,http://go.bkpcp.top/mg/cctv1$IPV4•线路53
CCTV1,http://38.75.136.137:98/gslb/dsdqpub/cctv1hd.m3u8?auth=testpub$IPV4•线路54
CCTV1,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv1$IPV4•线路55
CCTV1,http://m.061899.xyz/mg/cctv1$IPV4•线路56
CCTV1,https://smt.858.qzz.io/Smart.php?id=cctv1$IPV4•线路57
CCTV1,http://ygbh.site/php/bfgd.php?id=488$IPV4•线路58
CCTV1,http://120.202.94.181:9446/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路59
CCTV1,http://106.53.99.30/tv/migu.php?id=cctv1$IPV4•线路60
CCTV1,http://115.221.92.129:7777/rtp/233.50.200.99:5140$IPV4•线路61
CCTV1,http://113.105.155.20:2380/hw1live.rxip.sc96655.com.huan.tv/live/CCTV-1H265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1$IPV4•线路62
CCTV1,http://111.43.126.240:9003/hls/13/index.m3u8$IPV4•线路63
CCTV1,http://ygbh.site/php/bfgd.php?id=201$IPV4•线路64
CCTV1,http://ygbh.site/php/bfgd.php?id=484$IPV4•线路65
CCTV1,http://ygbh.site/php/bfgd.php?id=489$IPV4•线路66
CCTV1,http://push-rtmp-hs-spe-f5.douyincdn.com/live/cctv1.flv$IPV4•线路67
CCTV1,http://php.cqshushu.ggff.net/jzb.php?id=cctv1&公众号【医工学习日志】$IPV4•线路68
CCTV2,http://106.53.99.30/tv/20250717.php?id=0002$IPV4•线路1
CCTV2,http://106.53.99.30/tv/jzb.php?id=cctv2$IPV4•线路2
CCTV2,http://171.15.18.199:8180/TV00000000000000000002@HHZT$IPV4•线路3
CCTV2,http://n1.gzbody.com:85/rtp/239.77.0.137:5146$IPV4•线路4
CCTV2,http://n1.gzbody.com:85/rtp/239.77.1.158:5146$IPV4•线路5
CCTV2,http://n1.gzbody.com:85/rtp/239.77.0.31:5146$IPV4•线路6
CCTV2,http://8.138.7.223/tv/migu2.php?id=2$IPV4•线路7
CCTV2,http://8.138.7.223/tv/migu3.php?id=cctv2$IPV4•线路8
CCTV2,http://bailudz.top:1236/111/hahahaha.php?id=cctv2$IPV4•线路9
CCTV2,http://39.134.64.87:6610/PLTV/88888888/224/3221225588/index.m3u8?IASHttpSessionId=$IPV4•线路10
CCTV2,http://60.29.124.66:6080/hls/13/index.m3u8$IPV4•线路11
CCTV2,http://39.134.67.108/PLTV/88888888/224/3221225599/1.m3u8$IPV4•线路12
CCTV2,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225588/.m3u8$IPV4•线路13
CCTV2,http://123.182.60.29:9002/hls/2/index.m3u8$IPV4•线路14
CCTV2,http://116.9.204.242:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路15
CCTV2,http://183.11.239.36:808/hls/20/index.m3u8$IPV4•线路16
CCTV2,http://58.17.48.228:808/hls/2/index.m3u8$IPV4•线路17
CCTV2,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227477/index.m3u8$IPV4•线路18
CCTV2,http://117.69.43.137:4022/rtp/238.1.78.235:7752$IPV4•线路19
CCTV2,http://14.117.233.31:8688/rtp/239.253.43.17:5146$IPV4•线路20
CCTV2,http://14.117.233.31:8688/rtp/239.77.0.137:5146$IPV4•线路21
CCTV2,http://14.117.233.31:8688/rtp/239.77.1.158:5146$IPV4•线路22
CCTV2,http://171.213.234.216:8089/rtp/239.93.1.23:6000$IPV4•线路23
CCTV2,http://183.160.35.31:4022/rtp/238.1.78.235:7752$IPV4•线路24
CCTV2,http://58.57.40.22:9901/tsfile/live/1001_1.m3u8$IPV4•线路25
CCTV2,http://112.123.206.32:808/hls/2/index.m3u8$IPV4•线路26
CCTV2,http://120.76.248.139/live/bfgd/4200000061.m3u8$IPV4•线路27
CCTV2,http://112.46.85.60:8009/hls/502/index.m3u8$IPV4•线路28
CCTV2,http://liveali-tpsdr.cctv.cn/hls/CCTV28bee868714f04ea2af79947bb9b46fc3H/playlist.m3u8?wsSecret=763b6f36b8c9cc0562a9a0220290921b&wsTime=1760876425$IPV4•线路29
CCTV2,http://live2.rxip.sc96655.com/live/CCTV-2H265_4000.m3u8?E=1705159521&U=8ef008e8-6af1-4126-88d6-ab2793cb12da&A=1&K=9&P=011&S=10bd15e08aa7c4de538b767ae2618279a6213e3e$IPV4•线路30
CCTV2,http://183.57.249.188:8183/tsfile/live/0002_1.m3u8$IPV4•线路31
CCTV2,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIyMi44NS4xOTguOTI6ODAwMC9obHMvMi9pbmRleC5tM3U4$IPV4•线路32
CCTV2,https://zby.130519.xyz/PLTV/11/224/3221226122/index.m3u8$IPV4•线路33
CCTV2,https://www.qiushui.vip/gj/mk.php?ip_port=node-111-20-163-124.speedtest.cn:8001&id=cctv2$IPV4•线路34
CCTV2,https://www.qiushui.vip/gj/mk.php?ip_port=node-111-20-163-124.speedtest.cn:8001&id=live1002$IPV4•线路35
CCTV2,http://api.kkitv.itv888.cn:8080/hls/4nlkhc68gfu/index.m3u8$IPV4•线路36
CCTV2,http://sh.lnott.top:880/dx02.m3u8$IPV4•线路37
CCTV2,http://b.tvbox6.icu/tv/ysp.php?id=2$IPV4•线路38
CCTV2,http://183.234.97.47:2380/hw1live.rxip.sc96655.com.huan.tv/live/CCTV-2H265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1$IPV4•线路39
CCTV2,http://go.bkpcp.top/mg/cctv2$IPV4•线路40
CCTV2,http://38.75.136.137:98/gslb/dsdqpub/cctv2hd.m3u8?auth=testpub$IPV4•线路41
CCTV2,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv2$IPV4•线路42
CCTV2,http://m.061899.xyz/mg/cctv2$IPV4•线路43
CCTV2,https://smt.858.qzz.io/Smart.php?id=cctv2$IPV4•线路44
CCTV2,http://120.202.94.181:9446/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路45
CCTV2,http://106.53.99.30/tv/migu.php?id=cctv2$IPV4•线路46
CCTV2,http://122.234.158.196:55555/rtp/233.50.200.100:5140$IPV4•线路47
CCTV2,http://113.105.155.20:2380/hw1live.rxip.sc96655.com.huan.tv/live/CCTV-2H265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1$IPV4•线路48
CCTV2,http://111.43.126.240:9003/hls/14/index.m3u8$IPV4•线路49
CCTV2,http://ygbh.site/php/bfgd.php?id=061$IPV4•线路50
CCTV2,http://push-rtmp-hs-spe-f5.douyincdn.com/live/cctv2.flv$IPV4•线路51
CCTV2,http://php.cqshushu.ggff.net/jzb.php?id=cctv2&公众号【医工学习日志】$IPV4•线路52
CCTV3,http://106.53.99.30/tv/20250717.php?id=0003$IPV4•线路1
CCTV3,http://106.53.99.30/tv/jzb.php?id=cctv3$IPV4•线路2
CCTV3,http://171.15.18.199:8180/TV00000000000000000003@HHZT$IPV4•线路3
CCTV3,http://n1.gzbody.com:85/rtp/239.77.0.169:5146$IPV4•线路4
CCTV3,http://n1.gzbody.com:85/rtp/239.77.1.7:5146$IPV4•线路5
CCTV3,http://n1.gzbody.com:85/rtp/239.77.0.32:5146$IPV4•线路6
CCTV3,http://8.138.7.223/tv/migu2.php?id=3$IPV4•线路7
CCTV3,http://8.138.7.223/tv/migu3.php?id=cctv3$IPV4•线路8
CCTV3,http://bailudz.top:1236/111/hahahaha.php?id=cctv3$IPV4•线路9
CCTV3,http://39.134.64.87:6610/PLTV/88888888/224/3221226021/index.m3u8?IASHttpSessionId=$IPV4•线路10
CCTV3,http://60.29.124.66:6080/hls/14/index.m3u8$IPV4•线路11
CCTV3,http://39.134.67.108/PLTV/88888888/224/3221225799/1.m3u8$IPV4•线路12
CCTV3,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226021/.m3u8$IPV4•线路13
CCTV3,http://123.182.60.29:9002/hls/3/index.m3u8$IPV4•线路14
CCTV3,http://116.9.204.242:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路15
CCTV3,http://183.11.239.36:808/hls/91/index.m3u8$IPV4•线路16
CCTV3,http://58.17.48.228:808/hls/3/index.m3u8$IPV4•线路17
CCTV3,http://sc.rrs.169ol.com/PLTV/88888888/224/3221227435/index.m3u8$IPV4•线路18
CCTV3,http://117.69.43.137:4022/rtp/238.1.78.170:7232$IPV4•线路19
CCTV3,http://14.117.233.31:8688/rtp/239.77.0.169:5146$IPV4•线路20
CCTV3,http://14.117.233.31:8688/rtp/239.77.0.175:5146$IPV4•线路21
CCTV3,http://171.213.234.216:8089/rtp/239.93.0.109:5140$IPV4•线路22
CCTV3,http://183.160.35.31:4022/rtp/238.1.78.170:7232$IPV4•线路23
CCTV3,http://58.57.40.22:9901/tsfile/live/1002_1.m3u8$IPV4•线路24
CCTV3,http://gmxw.7766.org:808/hls/91/index.m3u8$IPV4•线路25
CCTV3,http://120.76.248.139/live/bfgd/4200000062.m3u8$IPV4•线路26
CCTV3,http://124.128.73.58:9901/tsfile/live/0003_1.m3u8$IPV4•线路27
CCTV3,https://tvpull.careryun.com/live/02b04ee89a7bea25b7778c181285fd0b.m3u8?txSecret=7e4ec46581a0e079a32202ea984c8428&txTime=68f4d75a$IPV4•线路28
CCTV3,http://live2.rxip.sc96655.com/live/CCTV-3H265_4000.m3u8?E=1705159521&U=8ef008e8-6af1-4126-88d6-ab2793cb12da&A=1&K=9&P=011&S=10bd15e08aa7c4de538b767ae2618279a6213e3e$IPV4•线路29
CCTV3,http://183.57.249.188:8183/tsfile/live/0003_1.m3u8$IPV4•线路30
CCTV3,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIyMi44NS4xOTguOTI6ODAwMC9obHMvMy9pbmRleC5tM3U4$IPV4•线路31
